TIENDA_ID,AÑO,MES,VENTA_TOTAL
581,2024,7,660245.98
792,2023,11,660317.61
463,2023,3,660384.02
811,2023,8,660400.28
199,2023,10,660552.31
623,2023,5,660603.99
605,2023,11,660678.07
821,2024,11,660741.78
987,2023,11,660790.92
517,2023,1,660835.96
463,2023,4,660944.56
959,2024,4,661028.86
332,2023,11,661043.08
46,2023,2,661050.78
454,2023,11,661063.45
195,2023,10,661104.29
444,2024,12,661131.16
648,2023,8,661135.91
37,2024,7,661252.16
630,2023,12,661279.77
675,2023,3,661320.86
109,2024,6,661329.74
498,2024,11,661511.63
42,2023,2,661513.47
659,2023,12,661593.63
900,2023,2,661658.25
786,2023,8,661696.74
658,2023,7,661996.62
169,2024,12,662023.71
816,2024,7,662096.47
911,2023,5,662279.13
781,2024,3,662309
710,2023,12,662372.69
661,2023,12,662448.88
586,2023,8,662547.19
572,2023,1,662570.56
881,2023,1,662585.25
669,2024,12,662686.71
699,2023,12,662692.33
576,2024,2,662701.52
514,2023,3,662753.55
673,2023,10,662794.42
32,2023,12,662921.87
652,2023,1,662953.12
976,2024,2,663037.67
652,2023,2,663046.91
653,2023,1,663101.16
642,2023,8,663156.89
640,2024,3,663185.41
712,2024,1,663227.84
781,2024,1,663228.2
792,2023,12,663282.02
304,2023,7,663284.06
836,2023,11,663502.88
987,2023,10,663612.74
701,2023,2,663644.04
874,2024,11,663647.02
438,2023,1,663674.02
117,2024,7,663702.23
557,2024,12,663757.08
463,2024,2,663778.3
474,2023,1,663987.81
67,2024,11,664014.68
514,2023,11,664066.64
978,2023,5,664067.11
558,2024,4,664100.29
804,2024,1,664110.23
826,2023,8,664149.89
6,2024,3,664241.73
592,2023,3,664283.96
269,2024,6,664306.79
190,2024,12,664486.45
903,2023,8,664528.72
355,2024,12,664546.06
405,2023,2,664582.22
720,2024,11,664776.39
991,2023,2,664799.63
648,2024,7,664818.87
39,2023,11,664941.48
999,2023,4,665162.01
93,2024,7,665180.99
32,2023,7,665215.13
963,2023,1,665401.39
58,2024,7,665426.04
616,2023,11,665468.33
825,2024,5,665491.32
339,2024,12,665499.17
498,2023,2,665516.15
32,2023,6,665589.98
495,2023,3,665688.41
793,2023,10,665755.15
995,2023,5,665812.12
223,2024,12,665925.45
618,2024,11,666056.43
947,2024,3,666155.91
712,2024,4,666237.27
738,2023,2,666263.29
812,2023,9,666275.51
700,2024,2,666302.5
111,2023,5,666307.27
576,2023,11,666330.97
358,2024,3,666385.33
566,2024,4,666442.39
601,2023,11,666485.61
176,2024,12,666496.26
634,2024,2,666569.56
905,2024,12,666579.8
1040,2024,12,666605.04
637,2024,6,666621.46
45,2023,3,666674.75
1030,2023,11,666680.12
256,2023,5,666692.35
876,2023,3,666714.92
606,2024,11,666835.81
574,2024,1,666935.92
409,2023,1,666949.32
693,2024,6,666965
699,2023,4,667038.75
855,2024,11,667048.2
810,2023,11,667066.39
499,2023,1,667077.56
826,2024,3,667250.54
699,2024,1,667344.41
225,2024,11,667495.3
544,2023,8,667704.18
71,2024,4,667738.25
313,2023,9,667740.35
340,2023,4,667794.13
606,2023,3,667909.34
804,2023,12,667933.29
489,2024,3,667970.7
67,2024,2,668004.82
909,2024,7,668041.04
630,2023,4,668045.49
836,2023,7,668054.55
269,2023,9,668100.06
714,2023,4,668130.68
720,2023,3,668155.63
702,2023,2,668178.83
828,2024,6,668212.33
177,2023,3,668225.51
893,2023,7,668262.51
563,2023,2,668374.61
616,2024,2,668433.19
504,2024,12,668445.13
490,2023,2,668486.79
640,2024,1,668567.17
376,2024,3,668667.07
903,2023,5,668973.57
521,2024,12,669044.33
528,2023,4,669053.61
10,2024,5,669062.13
1048,2024,12,669082.03
1022,2023,2,669088.8
170,2023,1,669115.98
911,2023,3,669116.46
38,2024,4,669372.61
409,2023,11,669426.29
455,2024,11,669475.64
472,2023,2,669514.39
312,2024,12,669519.72
803,2024,4,669541.14
637,2023,8,669556.84
740,2024,7,669609.43
615,2024,4,669632.85
43,2023,11,669683.28
451,2024,11,669716.97
797,2023,7,669739.47
6,2023,12,669952.38
831,2023,8,670037.23
269,2023,6,670062.28
533,2023,3,670100.75
6,2024,1,670117.8
978,2024,4,670130.36
791,2023,11,670146.7
968,2024,2,670173.13
1037,2023,5,670179.45
400,2023,1,670223.52
790,2023,9,670245.19
476,2023,1,670269.29
376,2024,7,670358.77
746,2023,11,670360.3
566,2023,8,670387.84
893,2023,8,670457.66
1044,2023,10,670543.02
700,2024,11,670612.46
154,2023,1,670617.83
302,2024,12,670636.51
599,2023,2,670655.12
712,2023,12,670689.31
579,2024,11,670699.65
793,2024,7,670737.79
644,2023,6,670894.23
786,2023,12,670934.19
259,2024,1,670960
688,2023,9,670989.93
537,2023,10,671054.98
699,2023,10,671071.13
1037,2024,3,671144.25
724,2024,11,671322.82
37,2023,8,671340.72
620,2024,2,671376.03
636,2024,2,671616.22
745,2023,11,671837.55
646,2024,7,671887.87
498,2023,4,671912.61
978,2023,11,671955.64
572,2023,3,672209.9
623,2023,9,672272.08
350,2024,12,672275.78
656,2024,6,672316.74
29,2024,11,672423.26
642,2023,6,672464.58
233,2024,5,672662.63
879,2024,6,672722.57
476,2023,2,672815.91
833,2024,6,672818.77
649,2023,4,672855.56
9,2024,12,672884.15
762,2023,10,672904.53
35,2024,2,672938.52
1044,2023,4,672947.32
711,2023,6,673001.89
447,2024,4,673007.33
509,2023,11,673067.35
616,2023,3,673089.32
790,2023,6,673093
17,2023,3,673110.01
622,2024,3,673419.08
679,2023,3,673426.21
775,2024,3,673449.5
92,2024,12,673454.51
93,2024,6,673468.2
675,2024,2,673471.19
441,2023,12,673549.55
64,2024,5,673663.74
111,2024,4,673794.75
775,2024,4,673800.41
593,2023,11,673824.76
798,2023,5,673839.71
138,2023,1,673871.76
455,2024,7,673934.05
947,2024,7,673978.04
299,2023,1,673989.94
24,2024,7,674051.5
648,2024,6,674087.95
887,2023,7,674160.89
592,2023,8,674169.35
793,2023,7,674240.2
37,2024,4,674291.56
532,2024,6,674348.2
222,2024,2,674379.32
561,2024,11,674395.03
911,2024,3,674429.93
89,2023,5,674445.51
792,2023,10,674452.29
46,2023,1,674463.62
288,2023,1,674467.47
52,2023,4,674532.15
599,2023,1,674566.2
808,2024,1,674673.12
698,2024,5,674691.08
802,2024,2,674718.8
96,2024,12,674748.34
37,2023,7,674803.29
903,2024,4,674811.53
920,2024,1,674945.76
585,2023,9,675097.12
811,2023,7,675182.26
887,2023,8,675220.03
788,2024,3,675222.27
266,2024,7,675272.29
747,2023,3,675287.43
109,2023,6,675337.24
745,2023,10,675350.59
195,2024,11,675409.72
579,2023,12,675418.85
849,2024,5,675470.46
709,2024,5,675489.26
898,2023,3,675576.25
637,2023,7,675576.93
685,2023,10,675616.36
154,2024,1,675765.03
794,2024,1,675811.31
156,2024,11,675845.37
353,2024,12,675869.87
674,2024,1,675991.73
297,2023,4,676025.24
572,2023,4,676061.56
415,2023,9,676065.79
995,2024,11,676090.34
359,2023,2,676110.88
321,2023,2,676127.61
498,2024,2,676132.99
1037,2023,6,676179.7
641,2023,4,676183.09
802,2023,8,676256.89
909,2024,6,676295.15
685,2024,1,676306.44
900,2023,12,676369.28
670,2024,11,676413.88
614,2023,6,676465.3
822,2024,1,676567.78
505,2023,11,676579.56
511,2024,2,676666.38
269,2023,7,676685.48
565,2024,2,676699.88
724,2023,5,676758.41
834,2024,5,676786.65
388,2023,10,676882.56
615,2024,1,676907.57
38,2024,5,676946.13
411,2023,3,677052.44
1006,2024,12,677368.94
615,2024,3,677466.37
700,2023,1,677472.83
642,2024,6,677503.43
154,2023,11,677538.87
574,2024,11,677539.88
80,2024,1,677603.67
462,2023,12,677729.42
32,2023,1,677765.1
749,2023,8,678061.76
644,2023,10,678076.49
1044,2023,3,678144.36
649,2023,10,678149.77
463,2023,10,678226.68
581,2023,10,678333.65
405,2023,1,678453.13
277,2023,1,678513.09
696,2024,12,678620.17
1012,2023,2,678792.05
649,2024,11,678876.63
712,2023,3,678950.5
887,2023,6,678953.81
660,2023,9,678981.34
826,2024,4,679011.86
117,2024,6,679071.26
573,2023,7,679124.8
573,2024,2,679191.21
75,2024,12,679210.83
533,2023,2,679320.95
775,2024,11,679328.58
43,2024,4,679376.4
718,2023,2,679496.01
235,2023,2,679617.21
749,2023,9,679629.46
93,2024,3,679676.84
805,2023,1,679689.84
976,2023,4,679691.43
35,2024,11,679728.76
488,2024,11,679737.95
992,2023,10,679741.6
960,2024,12,679898.95
822,2024,3,679923.38
804,2023,10,679942.15
746,2023,3,679961.75
649,2023,3,680090.38
111,2023,12,680167.13
701,2023,10,680183.76
289,2023,11,680255.64
881,2024,3,680281.83
247,2024,2,680378.72
381,2023,2,680407.87
701,2023,1,680534.97
1037,2023,12,680557.88
499,2023,12,680648.56
630,2023,11,680648.87
732,2024,4,680701.78
82,2024,12,680742.33
32,2024,1,680769.48
409,2023,10,680914.29
266,2024,5,680951.85
680,2024,11,680952.5
1013,2024,12,680955.32
953,2024,12,681010.79
244,2023,8,681015.8
606,2023,6,681039.29
854,2024,11,681178.48
811,2023,6,681212.79
442,2023,1,681276.31
623,2024,1,681363.35
533,2023,8,681375.14
623,2023,7,681416.65
876,2024,11,681606.52
692,2023,11,681737.94
660,2024,5,681767.12
574,2023,8,681803.55
32,2024,3,681813.79
796,2024,11,681872.22
659,2023,5,681885.39
740,2024,4,681988.12
154,2024,2,681999.59
977,2024,12,682004.93
268,2024,12,682016.67
659,2023,10,682018.64
947,2023,4,682043.03
898,2023,4,682192.91
411,2023,4,682193.53
992,2024,1,682210.24
790,2024,2,682214.85
462,2023,11,682260.38
626,2023,1,682266.26
627,2023,2,682275.36
288,2023,2,682277.48
681,2023,1,682280.75
474,2024,11,682322.42
451,2024,2,682324.58
729,2023,12,682450.12
558,2023,12,682478.32
3,2023,5,682516.56
795,2023,12,682534.43
949,2023,5,682584.16
32,2023,3,682625.18
586,2023,12,682634.87
347,2023,3,682668.76
382,2024,4,682820.06
433,2023,2,682888.37
463,2023,12,682976.1
67,2023,12,682992
837,2024,6,683084.98
586,2023,7,683092.24
835,2024,7,683129.23
717,2023,7,683179.57
620,2023,1,683249.42
224,2024,12,683302.32
58,2023,6,683389.01
854,2024,5,683427.51
195,2023,12,683452.96
707,2023,5,683477.19
347,2023,10,683528.67
455,2024,6,683543.3
498,2023,12,683788.88
744,2023,6,683820.71
544,2024,1,683842.74
823,2023,8,684012.15
495,2024,2,684155.5
509,2024,1,684176.15
835,2024,5,684186.9
679,2024,4,684229.66
587,2023,3,684400.61
313,2024,3,684520.13
787,2023,6,684521.76
480,2024,1,684610.96
947,2023,3,684692.45
789,2023,10,684728.79
699,2023,5,684830.94
801,2024,6,684860.37
460,2023,7,684970.92
537,2024,1,685015.4
581,2023,7,685132.65
784,2024,3,685291.3
732,2024,1,685347.37
911,2023,4,685347.42
358,2023,11,685516.8
242,2023,4,685538
655,2023,11,685594.63
740,2023,10,685640.07
265,2023,3,685646.33
447,2024,6,685667.3
147,2024,12,685681.02
463,2024,4,685771.08
6,2024,4,685811.45
264,2024,2,685871.44
812,2024,1,685980.04
1037,2024,1,686000.32
640,2023,4,686069.77
831,2024,11,686080.34
581,2024,6,686388.48
399,2023,1,686418.09
840,2024,6,686688.94
537,2023,4,686699.45
38,2023,2,686709.48
306,2024,11,686722.86
791,2023,5,686745.27
860,2024,7,686799.04
980,2023,1,686895.26
756,2023,2,686899.23
630,2024,3,686986.02
623,2024,7,687059.3
711,2023,2,687080.71
341,2024,12,687089.84
154,2023,2,687109.98
876,2024,1,687115.7
789,2023,5,687201.94
729,2023,4,687216.36
618,2023,4,687232.27
1037,2023,4,687248.94
1020,2024,12,687377.79
746,2024,11,687384.9
632,2023,1,687444.94
347,2024,11,687467.83
304,2024,2,687643.05
111,2023,10,687726.5
710,2024,2,687745.04
717,2023,8,687804.5
630,2024,2,687951.26
909,2024,1,687970.82
992,2023,4,688010.42
753,2023,8,688084.39
821,2024,3,688096.79
485,2023,5,688197.57
428,2024,12,688325.14
300,2024,12,688328.34
533,2023,10,688366.78
900,2024,4,688507.39
645,2023,4,688561.27
131,2023,1,688565.75
619,2023,5,688652.61
978,2024,1,688724.07
163,2023,2,688783.79
903,2023,12,688812.78
358,2024,4,688825.05
670,2023,3,689017.38
265,2023,7,689063.79
586,2024,1,689092.5
18,2023,1,689114.81
585,2024,6,689164.26
688,2024,5,689209.69
753,2023,6,689300.01
798,2023,11,689301.58
347,2024,2,689313.75
41,2023,11,689328
659,2024,4,689368.54
558,2024,3,689418.99
863,2024,5,689464.45
738,2023,11,689516.39
336,2024,12,689538.82
576,2023,10,689584.32
440,2023,8,689684.92
358,2023,10,689831.47
746,2024,6,689844.55
828,2024,5,689848.6
788,2024,4,689858.86
749,2024,11,689863.23
558,2023,8,689880.16
619,2023,3,689880.8
235,2023,1,689891.56
854,2024,6,690079.44
280,2023,11,690126.13
626,2023,2,690137.2
627,2024,1,690180.72
58,2024,6,690188.3
499,2023,3,690236.43
695,2023,6,690280.74
64,2023,8,690299.85
991,2023,1,690506.01
195,2024,1,690508.36
720,2023,6,690604.51
769,2023,2,690635.05
328,2023,4,690696.31
620,2024,1,690704.29
623,2024,6,690739.74
660,2023,8,690811.99
971,2023,2,690819.25
803,2024,11,690828.51
562,2024,6,690843.01
199,2023,3,690856.05
749,2024,1,690885.6
195,2023,3,690908.97
649,2023,5,690988.47
334,2024,12,691026.23
646,2023,9,691032.66
256,2023,11,691132.44
576,2023,2,691174.92
128,2024,2,691188.8
693,2024,5,691207.69
622,2024,4,691245.85
62,2023,8,691371.38
837,2024,5,691386.68
451,2023,4,691401.36
1026,2023,1,691432.87
198,2023,11,691447.7
727,2023,11,691464.73
347,2023,2,691490.46
606,2024,1,691536.41
509,2023,12,691565.39
24,2024,6,691566.93
649,2024,4,691583.04
121,2023,2,691599.16
823,2023,11,691669.87
802,2023,11,691680.92
109,2023,8,691688.2
755,2023,3,691688.78
653,2023,11,691690.46
614,2024,4,691744.29
911,2023,12,691784.01
67,2023,3,691811.88
511,2023,3,691902.36
488,2023,3,691903.35
786,2023,10,691904.17
565,2023,11,692231.06
297,2023,10,692299.24
793,2024,11,692305.29
511,2023,10,692375.7
67,2023,10,692418.55
737,2024,4,692426.1
533,2023,11,692435.88
947,2023,11,692440.04
1038,2023,3,692511.28
753,2024,11,692534.28
787,2023,10,692539.99
876,2023,10,692558.03
552,2023,1,692577.25
246,2024,2,692704.4
337,2024,12,692751.63
577,2023,1,692805.51
470,2023,3,692810.8
464,2023,9,692832
806,2023,3,692840.74
619,2023,8,692862.9
653,2023,10,692878.55
313,2023,8,692911.39
659,2024,1,692922.57
659,2024,3,693021.42
620,2023,11,693246.21
675,2023,5,693282.3
248,2023,2,693306.05
297,2023,3,693339.63
771,2023,11,693377.99
32,2023,8,693466.71
619,2023,6,693509.69
810,2024,3,693561.71
876,2023,11,693565.36
628,2023,2,693571.02
172,2023,10,693616.44
935,2024,12,693674.51
289,2023,3,693680.36
795,2023,4,693689.13
947,2023,5,693792.19
265,2023,4,693881.59
788,2024,7,693884.86
606,2023,5,693986.85
619,2024,3,694130.5
969,2023,2,694172.82
73,2023,3,694349.13
701,2024,1,694349.27
533,2024,1,694432.27
225,2023,11,694490.5
737,2024,3,694665.28
586,2023,9,694678.45
793,2024,3,694900.85
558,2023,5,694953.76
481,2023,9,695058.07
433,2023,1,695227.25
412,2024,12,695287.47
330,2024,12,695306.48
844,2024,4,695311.33
756,2024,2,695488.45
17,2024,2,695537.57
566,2023,9,695587.1
256,2023,4,695627.28
407,2023,4,695656.46
893,2023,6,695678.1
695,2024,3,695689.16
641,2024,4,695697.64
52,2023,2,695761.38
511,2023,4,695873.13
991,2024,2,695906.25
731,2023,3,696036.24
822,2023,9,696077.67
6,2023,7,696131.6
729,2023,5,696157.47
78,2023,2,696165.45
533,2023,1,696201.44
177,2024,1,696260.67
151,2023,2,696372.63
358,2023,2,696378.52
1037,2023,8,696388.78
887,2024,7,696587.91
902,2023,3,696646.19
959,2023,9,696676.97
487,2023,1,696745.17
45,2023,7,696802.37
451,2023,12,696848.43
955,2024,12,696860.67
619,2024,11,696880.9
1002,2024,12,696895.99
265,2023,9,697006.59
759,2023,11,697024.07
801,2024,7,697067.49
151,2023,1,697273.95
361,2023,2,697341.25
1,2023,4,697411.28
45,2023,8,697536.65
304,2023,10,697574.44
16,2023,1,697681.1
26,2023,11,697740.33
517,2024,11,697784.13
577,2023,2,697791.39
805,2023,3,697795.5
359,2023,1,697861.91
674,2023,10,697894.48
804,2024,2,697910.5
849,2024,6,697966.42
458,2024,2,698191.03
256,2024,7,698201.91
527,2023,2,698263.64
731,2023,11,698288.19
297,2023,1,698366.94
24,2024,4,698411.85
188,2023,3,698416.94
782,2023,4,698535.24
32,2023,4,698543.8
44,2023,2,698565.42
232,2024,12,698592.2
601,2024,11,698645.97
781,2023,9,698726.9
900,2024,3,698887.28
800,2024,11,698954.95
85,2024,7,699067.17
753,2023,2,699119.13
471,2023,12,699140.13
44,2023,1,699150.95
517,2023,3,699252.28
821,2023,8,699310.61
506,2023,8,699429.38
388,2023,2,699663.91
798,2024,2,699672.25
878,2023,1,699711.26
680,2023,3,699737.91
822,2023,12,699752.36
138,2023,6,699804.92
793,2024,1,699916.91
62,2023,3,699936.39
791,2023,10,700059.86
680,2023,6,700092.96
289,2024,1,700240.49
799,2024,12,700241.38
776,2023,2,700287.03
489,2024,6,700360.71
532,2023,7,700370.6
791,2024,2,700515.44
11,2024,3,700539.36
526,2023,2,700551.88
509,2024,4,700810.68
203,2023,2,700857.21
742,2024,6,700857.95
795,2023,3,700978.02
490,2023,1,700984.84
463,2024,1,701002.94
815,2024,7,701089.21
652,2023,4,701119.73
397,2024,11,701130.71
653,2023,2,701178.13
810,2023,7,701250.63
661,2023,1,701406.3
531,2023,11,701448.45
8,2023,2,701578.9
812,2024,5,701776
699,2024,3,701833.47
652,2023,11,701904.43
720,2023,5,701914.19
645,2023,3,701944.35
472,2023,11,702127.69
720,2024,4,702178.24
591,2024,12,702184.45
566,2023,6,702229.03
400,2024,1,702263.63
537,2024,4,702268.04
898,2024,1,702380.9
743,2024,12,702423.21
768,2024,4,702430.02
1027,2023,2,702462.76
328,2023,3,702529.41
454,2024,11,702591.18
742,2024,7,702593.28
474,2023,11,702599.06
658,2023,9,702614.9
840,2024,11,702628.53
32,2024,4,702633.87
725,2023,2,702780.67
680,2024,6,702817.68
495,2023,11,702820.18
646,2024,6,702837.31
2,2023,2,702849.63
253,2023,11,702856.29
323,2024,12,702917.46
636,2024,4,702962.03
465,2023,2,702976.42
573,2023,10,703092.26
911,2024,4,703112.14
537,2023,1,703269.19
658,2024,7,703286.41
632,2024,3,703351.69
695,2023,10,703362.69
198,2023,2,703388.03
286,2023,1,703397.31
189,2023,2,703423.42
389,2024,12,703458.72
655,2023,2,703489.42
753,2024,2,703555.48
997,2024,12,703574.98
811,2024,4,703582.12
188,2023,4,703623.65
881,2023,3,703629.33
195,2024,3,703659.55
789,2023,6,703750.76
627,2023,1,703783.36
451,2023,2,703863.29
225,2023,3,703900.4
822,2024,4,703961.97
902,2023,4,703980.45
71,2023,6,704056.87
397,2023,4,704071.52
163,2024,11,704104.37
85,2024,4,704154.29
460,2024,12,704175.51
845,2024,7,704191.78
621,2024,2,704276.86
679,2024,11,704295.5
386,2023,1,704339.66
3,2023,11,704496.74
297,2024,4,704565.29
80,2023,8,704613.27
619,2024,4,704641.6
968,2024,1,704711.35
727,2023,12,704715.68
225,2024,2,704814.37
787,2023,12,704817.8
909,2023,5,704827.79
37,2023,9,704854.25
74,2023,3,704855.24
969,2023,4,704872
745,2024,4,704980.41
532,2023,5,705022.33
566,2024,7,705363.01
397,2024,3,705441.27
44,2023,10,705442.43
15,2023,9,705445.19
29,2024,1,705456.04
529,2024,6,705520.51
811,2024,3,705714.25
962,2024,2,705719.63
677,2024,5,705727.39
471,2024,1,705829.56
733,2023,1,705903.15
502,2023,2,705981.87
748,2023,11,706007.41
14,2023,2,706037.48
614,2024,3,706108.28
990,2023,2,706144.76
642,2024,11,706155.44
675,2023,12,706163.7
747,2024,3,706167.38
830,2024,6,706216.33
712,2023,8,706279.1
733,2023,2,706291.54
347,2023,1,706353.58
382,2023,9,706393.12
649,2024,2,706401.58
887,2024,6,706405.27
154,2023,12,706417.54
746,2023,10,706461.07
758,2023,2,706479.92
347,2023,8,706513.88
462,2023,10,706567.2
756,2024,3,706638.34
838,2024,1,706713.08
7,2023,2,706726.26
902,2024,11,706726.38
259,2023,9,706775.3
129,2023,5,706777.92
1050,2023,2,706826.81
638,2023,5,706827.58
641,2024,6,706870.16
6,2023,6,706871.94
487,2023,2,706981.06
619,2024,1,707062.4
601,2023,10,707065.15
670,2023,11,707112.41
528,2023,11,707203.21
1044,2023,5,707358.18
188,2024,2,707358.98
471,2023,7,707405.8
921,2023,1,707462.11
856,2024,11,707481.89
52,2023,5,707558.51
630,2024,1,707569.57
277,2023,2,707592.59
237,2024,12,707619.95
809,2023,10,707633.17
80,2023,3,707679.19
673,2023,9,707692.72
64,2023,9,707909.87
900,2023,11,707916.97
463,2024,3,708096.74
52,2023,1,708219.11
920,2024,11,708438.03
652,2024,2,708575
222,2023,2,708583.1
409,2023,7,708602.49
809,2023,8,708615.26
235,2024,4,708671.29
195,2023,5,708678
903,2023,7,708690.31
433,2024,3,708714.24
1044,2023,8,708735.31
863,2024,6,709038.46
834,2024,6,709103.86
474,2023,4,709146.11
985,2023,2,709187.44
627,2023,11,709267.25
43,2023,12,709333.65
332,2023,5,709347.2
712,2024,3,709357.22
640,2023,10,709369.18
552,2023,3,709370.88
322,2023,2,709815.73
495,2023,4,709924.1
572,2023,5,709977.79
447,2024,3,709986.86
163,2023,1,710019.96
715,2023,3,710076.57
621,2023,1,710120.82
289,2023,4,710150.22
80,2023,4,710178.69
573,2023,8,710192.25
749,2023,7,710218.61
889,2023,2,710239.55
810,2024,1,710327.99
757,2023,1,710381.14
474,2023,3,710391.86
815,2024,6,710420.72
715,2023,11,710453.1
529,2023,6,710458.05
49,2024,12,710525.58
242,2023,3,710670.2
509,2023,4,710671.23
332,2023,9,710690.79
740,2024,3,710735.01
522,2024,12,710753.55
1,2024,11,710822.06
790,2024,1,710878.63
724,2023,10,710916.8
835,2024,6,711071.68
457,2024,2,711089.71
434,2023,3,711303.47
427,2023,6,711353.13
717,2024,1,711406.88
813,2023,1,711409.79
277,2023,11,711419.34
89,2023,11,711436.55
138,2023,7,711440.82
6,2023,9,711451.62
810,2023,9,711513.86
537,2023,3,711517.76
57,2023,1,711687.9
458,2023,2,711900.88
572,2023,12,711901.81
62,2024,11,711923.83
322,2023,11,711951.62
586,2024,3,711965.65
85,2024,11,712123.16
340,2023,10,712188.31
565,2023,2,712263.2
718,2023,1,712322.79
657,2024,11,712343.9
898,2023,11,712445.94
462,2024,1,712508.52
29,2023,1,712569.29
1015,2024,2,712586.28
753,2024,6,712594.62
35,2023,2,712678.24
796,2024,2,712737.25
753,2023,10,713002.85
898,2024,3,713029.13
283,2023,7,713095.13
6,2024,11,713226.55
441,2023,10,713268.49
747,2023,4,713301.35
576,2023,8,713333.66
170,2023,2,713373.59
1012,2023,1,713424.3
1015,2023,2,713429.27
809,2023,12,713518.88
768,2024,6,713523.77
542,2023,2,713562.81
1,2023,12,713569.96
616,2023,4,713639.29
642,2024,5,713782.38
45,2023,10,713783.41
881,2023,11,713812.57
680,2024,2,713918.57
8,2023,1,713967.39
978,2023,10,714007.31
711,2023,8,714055.19
621,2023,3,714188.79
24,2023,12,714196.53
833,2024,7,714212.15
62,2023,10,714244.41
1008,2024,12,714285.83
740,2024,11,714285.91
949,2023,10,714384.03
127,2023,2,714412.35
462,2023,3,714561.7
470,2023,11,714596.41
701,2023,3,714611.25
645,2023,5,714629.86
531,2023,3,714695.68
637,2023,9,714850.06
794,2023,9,714931.45
756,2024,1,714985.34
470,2023,1,715004.85
487,2023,12,715121.68
769,2023,1,715129.36
640,2024,4,715210.67
376,2023,12,715211.28
679,2023,11,715261.98
552,2024,1,715341.41
470,2024,11,715481.82
911,2023,7,715504.71
620,2023,12,715645.96
636,2024,3,715712.45
488,2023,5,715753.14
949,2024,11,715963.88
128,2023,11,716001.88
417,2023,2,716096.68
648,2023,9,716224.49
748,2024,2,716278.3
498,2023,5,716329.3
498,2023,1,716391.13
876,2024,3,716398.41
805,2023,4,716425.52
15,2023,8,716468.56
784,2024,11,716492.41
823,2023,12,716671.12
451,2024,3,716707.32
435,2024,12,716813.09
579,2024,3,716823.91
503,2023,11,716835.69
731,2024,2,716862.12
711,2023,7,716911.72
78,2024,2,716969.11
999,2024,2,716982.13
306,2023,2,716988.67
544,2023,6,717043.71
898,2024,4,717147.67
893,2024,3,717342.58
833,2024,5,717359.31
256,2023,10,717373
999,2023,5,717557.31
606,2023,4,717592.26
304,2023,8,717604.96
252,2023,1,717619.99
802,2023,10,717637.47
572,2023,10,717731.95
1044,2024,6,717744.6
836,2024,1,717792.49
614,2023,12,717823.41
795,2023,11,717866.9
1022,2023,1,717877.87
530,2023,2,717887.81
761,2023,12,717889.51
313,2024,4,717904.67
603,2024,11,718013.13
758,2023,1,718152.72
85,2023,3,718154.35
677,2023,5,718189.73
636,2024,11,718199.51
397,2024,7,718240.48
823,2024,3,718300.7
558,2023,3,718328.39
387,2023,2,718342.83
674,2023,11,718412.94
758,2023,11,718494.92
382,2023,6,718729.93
659,2024,7,718846.77
558,2023,6,718894.26
898,2023,10,719006.26
495,2024,1,719059.95
807,2024,12,719065.51
649,2023,12,719150.81
17,2024,1,719176.98
616,2024,7,719345.04
987,2023,3,719409.63
810,2024,4,719529.56
726,2024,11,719587.24
93,2023,5,719661.76
328,2024,2,719685.27
24,2024,11,719998.82
131,2023,2,720038.62
480,2023,6,720039.67
949,2023,12,720047.86
280,2024,1,720119.52
987,2024,1,720147.24
845,2024,11,720261.8
673,2024,6,720291.07
697,2024,2,720296.15
64,2023,7,720322.77
262,2024,12,720365.08
52,2023,10,720388.48
1024,2023,2,720390.41
759,2023,2,720467.62
115,2023,2,720497.26
203,2023,1,720522.99
78,2023,11,720556.56
511,2024,11,720643.18
881,2024,2,720749.27
297,2024,6,720781.52
322,2023,1,720844.12
637,2024,5,720869.21
265,2023,5,720955.07
831,2024,6,720981.75
630,2023,3,720998.1
720,2023,4,721002.84
72,2024,12,721070.08
74,2023,2,721086.59
811,2023,12,721160.81
388,2023,1,721310.78
826,2023,9,721351.8
644,2024,5,721352.62
89,2023,4,721446.71
381,2023,11,721479.1
761,2023,4,721485.41
109,2024,1,721515.63
574,2023,6,721694.96
845,2024,5,721714.47
715,2023,4,721730.44
800,2024,7,721744.18
480,2024,11,721747.24
74,2023,1,721802.19
304,2023,11,721803.3
701,2024,7,721874.97
471,2023,2,721930.96
819,2024,4,721947.29
724,2023,8,721966.22
289,2023,5,722141.01
464,2023,7,722196.65
701,2023,4,722273.69
225,2023,10,722323.25
661,2024,1,722413.29
109,2023,7,722465.02
1037,2024,7,722514.65
177,2024,2,722629.42
52,2024,3,722636.52
701,2024,4,722667.92
700,2023,4,722681.8
854,2024,7,722712.57
991,2023,4,722727.79
581,2024,5,722751.32
809,2024,3,722860.05
992,2023,5,722877.5
578,2024,6,722881.63
627,2023,12,722947.97
138,2023,12,722967.5
615,2023,6,723014.22
514,2024,2,723071.94
798,2023,10,723110.77
454,2024,2,723178.11
177,2024,11,723197.63
188,2024,1,723228.35
631,2023,3,723294.63
358,2023,12,723297.41
318,2023,4,723345.99
509,2023,10,723348.2
67,2023,5,723455.13
531,2023,4,723467.56
569,2023,11,723474.1
793,2024,6,723602.06
379,2024,2,723618.46
1044,2024,7,723673.21
17,2024,3,723708.25
