TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,Exito,exito_binario
316,3,B,Base,98.0,25.65519,-100.35268,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
271,3,BC,Hogar,117.2,25.63876,-100.38256,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
311,3,C,Receso,101.0,25.59757,-100.26299,Parada Técnica,UT_CARRETERA_GAS,TRAIN,100.0,1
604,3,C,Hogar,108.472,25.62711,-100.28613,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
274,3,C,Receso,105.3,25.56632,-100.23881,Parada Técnica,UT_GAS_URBANA,TRAIN,85.7,1
276,3,BC,Receso,109.82,25.66113,-100.39875,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
309,3,B,Receso,77.0,25.65671,-100.36253,Parada Técnica,UT_DENSIDAD,TRAIN,100.0,1
308,3,AB,Hogar,112.5,25.64252,-100.33347,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
584,3,C,Hogar,108.472,25.66242,-100.29553,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
287,3,AB,Base,105.34,25.58131,-100.25847,Clásico,UT_DENSIDAD,TRAIN,100.0,1
656,3,C,Base,107.28,25.66196,-100.31357,Parada Técnica,UT_GAS_URBANA,TRAIN,71.4,0
629,3,C,Hogar,108.472,25.6821,-100.41138,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
295,3,C,Receso,108.0,25.65979,-100.39622,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
303,3,B,Base,88.0,25.65706,-100.38443,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
638,3,C,Receso,90.55,25.66655,-100.27964,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
567,3,B,Base,107.28,25.64856,-100.3572,Parada Técnica,UT_TRAFICO_PEATONAL,TRAIN,100.0,1
553,3,B,Base,107.28,25.62432,-100.29972,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
554,3,C,Receso,90.55,25.65033,-100.3553,Oficinistas,UT_DENSIDAD,TRAIN,100.0,1
774,3,C,Receso,90.55,25.53083,-100.21282,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
251,3,C,Receso,110.94,25.66742,-100.28471,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
252,3,B,Receso,120.8,25.6321,-100.27243,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
338,3,C,Hogar,99.0,25.61578,-100.27783,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,90.5,1
337,3,C,Hogar,106.0,25.66014,-100.28657,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
767,3,C,Base,107.28,25.67365,-100.2749,,UT_TRAFICO_VEHICULAR,TRAIN,,0
336,3,C,Base,105.0,25.63963,-100.28821,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
341,3,C,Base,81.0,25.66711,-100.29076,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,90.5,1
258,3,CD,Hogar,101.0,25.58928,-100.25288,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
752,3,B,Base,169.49,25.6614,-100.40051,Barrio Competido,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
333,3,A,Hogar,124.0,25.57929,-100.2484,Clásico,UT_DENSIDAD,TRAIN,100.0,1
577,3,C,Base,107.28,25.5977,-100.25362,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
261,3,C,Base,112.38,25.66352,-100.40939,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
262,3,BC,Receso,122.83,25.65916,-100.36804,Parada Técnica,UT_TRAFICO_PEATONAL,TRAIN,100.0,1
331,3,BC,Receso,74.0,25.67091,-100.39667,Parada Técnica,UT_GAS_URBANA,TRAIN,95.2,1
452,3,C,Base,107.28,25.62589,-100.27324,Clásico,UT_GAS_URBANA,TRAIN,85.7,1
429,3,C,Base,107.28,25.66419,-100.33111,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
408,3,C,Hogar,108.84,25.60873,-100.26883,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
132,3,BC,Hogar,107.67,25.64953,-100.384,Oficinistas,UT_DENSIDAD,TRAIN,100.0,1
413,3,C,Base,92.17,25.62891,-100.29645,Parada Técnica,UT_GAS_URBANA,TRAIN,90.5,1
435,3,C,Hogar,87.28,25.65787,-100.40572,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
442,3,C,Hogar,108.472,25.65022,-100.2928,Parada Técnica,UT_TRAFICO_PEATONAL,TRAIN,95.2,1
436,3,BC,Hogar,108.472,25.54982,-100.22381,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
122,3,AB,Base,107.28,25.60406,-100.2678,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
121,3,BC,Hogar,81.61,25.64548,-100.29303,Clásico,UT_DENSIDAD,TRAIN,95.2,1
414,3,C,Hogar,96.49,25.57829,-100.24148,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
443,3,A,Hogar,108.472,25.65795,-100.43849,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
119,3,BC,Hogar,108.472,25.65988,-100.29136,Clásico,UT_DENSIDAD,TRAIN,100.0,1
424,3,B,Hogar,110.5,25.6241,-100.29509,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
375,3,C,Base,82.99,25.58959,-100.24934,Hogar Reunión,UT_GAS_URBANA,TRAIN,100.0,1
118,3,C,Hogar,112.38,25.608,-100.27007,Clásico,UT_DENSIDAD,TRAIN,95.2,1
116,3,BC,Hogar,71.5,25.65226,-100.2795,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
113,3,AB,Hogar,105.58,25.6422,-100.27802,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,95.0,1
419,3,AB,Hogar,115.76,25.65289,-100.34605,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
165,3,C,Base,107.28,25.65304,-100.28399,Clásico,UT_GAS_URBANA,TRAIN,100.0,1
367,3,C,Receso,90.55,25.64841,-100.28547,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
143,3,BC,Hogar,108.472,25.62531,-100.29113,Clásico,UT_DENSIDAD,TRAIN,95.2,1
161,3,BC,Base,75.6,25.66865,-100.40311,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
159,3,BC,Hogar,108.472,25.66725,-100.27725,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
158,3,AB,Hogar,108.472,25.64524,-100.27484,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
157,3,AB,Base,108.0,25.63502,-100.36374,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
162,3,CD,Base,126.0,25.6743,-100.40425,Oficinistas,UT_GAS_URBANA,TRAIN,100.0,1
154,3,BC,Base,81.97,25.67178,-100.28287,Oficinistas,UT_DENSIDAD,TRAIN,95.2,1
151,3,AB,Hogar,108.472,25.62241,-100.28827,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
149,3,AB,Base,107.28,25.60031,-100.26577,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
148,3,AB,Base,90.06,25.62791,-100.36239,Clásico,UT_DENSIDAD,TRAIN,100.0,1
391,3,BC,Base,70.85,25.65676,-100.38827,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,90.0,1
147,3,BC,Base,107.28,25.65384,-100.28962,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,100.0,1
146,3,A,Base,84.02,25.65478,-100.38306,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,90.0,1
472,3,B,Receso,90.55,25.65847,-100.36536,Parada Técnica,UT_TRAFICO_PEATONAL,TRAIN,95.2,1
471,3,B,Base,107.28,25.65677,-100.33659,Parada Técnica,UT_DENSIDAD,TRAIN,95.2,1
139,3,AB,Hogar,129.6,25.63525,-100.37125,Clásico,UT_DENSIDAD,TRAIN,100.0,1
138,3,AB,Receso,114.4,25.65744,-100.36574,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,90.5,1
396,3,AB,Receso,112.95,25.56043,-100.232,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
134,3,AB,Receso,115.2,25.66256,-100.36801,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
445,3,C,Base,107.28,25.65845,-100.28419,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
133,3,C,Receso,114.67,25.66034,-100.28202,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
444,3,D,Hogar,108.472,25.5866,-100.24493,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
692,4,C,Hogar,108.472,25.64549,-100.15797,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
697,4,C,Base,107.28,25.64114,-100.15849,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
701,4,C,Base,97.88,25.66395,-100.15029,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
695,4,C,Hogar,108.472,25.64133,-100.06171,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
693,4,C,Hogar,108.472,25.68688,-100.09822,Parada Técnica,UT_DENSIDAD,TRAIN,42.9,0
52,4,C,Base,104.08,25.65314,-100.1115,Parada Técnica,UT_GAS_URBANA,TRAIN,95.2,1
709,4,C,Base,107.28,25.64914,-100.16257,Parada Técnica,UT_GAS_URBANA,TRAIN,38.1,0
56,4,D,Hogar,98.35,25.67128,-100.08602,Hogar Reunión,UT_DENSIDAD,TRAIN,57.1,0
711,4,C,Hogar,97.84,25.68007,-100.16831,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
712,4,B,Base,107.28,25.63907,-100.14898,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
267,4,C,Base,118.0,25.67022,-100.18105,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
717,4,C,Hogar,110.99,25.637,-100.1251,Hogar Reunión,UT_DENSIDAD,TRAIN,66.7,0
727,4,C,Hogar,108.472,25.64184,-100.10777,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
728,4,C,Hogar,94.59,25.66763,-100.18443,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
264,4,C,Base,117.0,25.68144,-100.16911,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
763,4,C,Base,107.28,25.62994,-100.17502,Hogar Reunión,UT_GAS_URBANA,TRAIN,14.3,0
286,4,CD,Receso,106.0,25.65147,-100.10713,Parada Técnica,UT_GAS_URBANA,TRAIN,95.2,1
641,4,C,Receso,88.39,25.66455,-100.15575,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,95.2,1
643,4,C,Hogar,117.03,25.65151,-100.18677,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
297,4,C,Hogar,83.0,25.63888,-100.17997,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
645,4,C,Hogar,107.67,25.66766,-100.2033,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
649,4,C,Hogar,96.12,25.68285,-100.16291,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
294,4,CD,Hogar,100.0,25.65195,-100.08189,Oficinistas,UT_CARRETERA_GAS,TRAIN,95.2,1
293,4,CD,Base,103.0,25.64159,-100.09377,Parada Técnica,UT_CARRETERA_GAS,TRAIN,95.2,1
655,4,C,Hogar,108.472,25.64333,-100.13593,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
657,4,C,Base,107.28,25.62437,-100.06568,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
658,4,C,Base,107.28,25.64325,-100.09237,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,90.5,1
32,4,C,Hogar,83.92,25.66615,-100.13315,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
665,4,C,Hogar,120.91,25.66052,-100.18487,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
691,4,C,Hogar,119.33,25.66351,-100.17908,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
672,4,C,Base,107.28,25.64168,-100.08912,Parada Técnica,UT_GAS_URBANA,TRAIN,100.0,1
673,4,C,Base,111.41,25.64503,-100.17097,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,76.2,1
278,4,C,Hogar,112.52,25.65557,-100.08114,Hogar Reunión,UT_CARRETERA_GAS,TRAIN,100.0,1
37,4,D,Hogar,109.93,25.61395,-100.17367,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
43,4,CD,Hogar,108.472,25.61009,-100.15445,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5,1
44,4,CD,Hogar,93.28,25.61295,-100.15086,Hogar Reunión,UT_DENSIDAD,TRAIN,85.7,1
685,4,C,Base,107.28,25.62251,-100.11564,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
687,4,C,Hogar,135.12,25.66008,-100.20738,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
688,4,C,Base,114.99,25.66385,-100.16292,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,66.7,0
689,4,C,Hogar,124.11,25.6576,-100.19825,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
45,4,CD,Hogar,95.22,25.60885,-100.15186,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
842,4,C,Hogar,86.38,25.66859,-100.20566,Hogar Reunión,UT_DENSIDAD,TRAIN,36.4,0
249,4,D,Base,110.0,25.64624,-100.09664,Parada Técnica,UT_GAS_URBANA,TRAIN,100.0,1
101,4,C,Hogar,108.472,25.6252,-100.11314,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
794,4,C,Hogar,108.38,25.62578,-100.10845,Hogar Reunión,UT_DENSIDAD,TRAIN,76.2,1
104,4,C,Hogar,108.472,25.66592,-100.09583,Hogar Reunión,UT_DENSIDAD,TRAIN,57.1,0
109,4,B,Hogar,108.472,25.6497,-100.07945,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
238,4,C,Hogar,125.16,25.67126,-100.15907,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
112,4,B,Base,107.28,25.63771,-100.14633,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
233,4,C,Base,102.97,25.6675,-100.17705,Oficinistas,UT_GAS_URBANA,TRAIN,52.4,0
812,4,C,Hogar,106.61,25.63369,-100.08873,Hogar Reunión,UT_DENSIDAD,TRAIN,77.8,1
225,4,D,Base,118.72,25.65933,-100.1462,Hogar Reunión,UT_GAS_URBANA,TRAIN,85.7,1
825,4,C,Hogar,116.88,25.621,-100.1357,Hogar Reunión,UT_DENSIDAD,TRAIN,37.5,0
829,4,C,Hogar,115.45,25.6583,-100.0982,,UT_DENSIDAD,TRAIN,43.8,0
788,4,C,Hogar,102.92,25.62279,-100.14207,Hogar Reunión,UT_DENSIDAD,TRAIN,71.4,0
845,4,C,Hogar,106.03,25.6792,-100.179,Hogar Reunión,UT_DENSIDAD,TRAIN,63.6,0
128,4,BC,Base,95.54,25.65119,-100.19772,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
216,4,C,Hogar,130.4,25.62346,-100.17471,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
724,4,C,Hogar,108.472,25.63517,-100.18604,Hogar Reunión,UT_DENSIDAD,TRAIN,85.7,1
861,4,C,Base,107.28,25.69839,-100.11424,Hogar Reunión,UT_DENSIDAD,TRAIN,0.0,0
862,4,C,Hogar,108.472,25.64401,-100.14872,Hogar Reunión,UT_DENSIDAD,TRAIN,50.0,0
868,4,C,Hogar,108.472,25.64498,-100.10663,Barrio Competido,UT_DENSIDAD,TRAIN,0.0,0
198,4,BC,Base,118.0,25.64738,-100.09982,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,85.7,1
163,4,C,Base,114.24,25.64966,-100.18897,Hogar Reunión,UT_GAS_URBANA,TRAIN,95.2,1
759,4,C,Hogar,108.472,25.61631,-100.13266,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
63,4,D,Hogar,108.53,25.66645,-100.10365,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
263,4,C,Hogar,144.12,25.67809,-100.16256,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
67,4,C,Receso,97.71,25.67955,-100.11205,Parada Técnica,UT_CARRETERA_GAS,TRAIN,95.2,1
741,4,C,Hogar,108.472,25.6503,-100.09787,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
68,4,D,Hogar,102.87,25.64911,-100.1431,Hogar Reunión,UT_GAS_URBANA,TRAIN,95.2,1
751,4,C,Hogar,108.472,25.68108,-100.07976,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
69,4,C,Hogar,101.82,25.61119,-100.17794,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
257,4,C,Hogar,106.0,25.66678,-100.16033,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
755,4,C,Hogar,108.472,25.6718,-100.07631,Barrio Competido,UT_DENSIDAD,TRAIN,95.2,1
756,4,C,Hogar,108.472,25.63392,-100.12148,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
758,4,C,Base,107.28,25.62464,-100.11749,Parada Técnica,UT_GAS_URBANA,TRAIN,95.2,1
76,4,CD,Hogar,109.21,25.6064,-100.16801,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
62,4,CD,Base,85.25,25.64195,-100.11259,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
762,4,C,Hogar,108.472,25.6793,-100.09175,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
256,4,C,Hogar,95.0,25.65545,-100.12373,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
78,4,CD,Hogar,115.44,25.68897,-100.11577,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
85,4,C,Receso,116.98,25.64717,-100.09112,Oficinistas,UT_DENSIDAD,TRAIN,95.2,1
776,4,C,Hogar,108.472,25.61936,-100.12416,Oficinistas,UT_DENSIDAD,TRAIN,100.0,1
86,4,C,Hogar,116.12,25.68957,-100.11101,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
89,4,B,Hogar,115.77,25.64365,-100.08587,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
778,4,C,Base,107.28,25.64885,-100.08403,Barrio Competido,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
781,4,C,Hogar,89.47,25.6386,-100.1923,Hogar Reunión,UT_DENSIDAD,TRAIN,81.0,1
96,4,C,Base,92.45,25.64882,-100.11601,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
782,4,C,Hogar,108.472,25.6037,-100.1814,Barrio Competido,UT_DENSIDAD,TRAIN,85.7,1
787,4,C,Hogar,108.472,25.61143,-100.14326,Barrio Competido,UT_DENSIDAD,TRAIN,76.2,1
476,4,C,Base,97.14,25.65174,-100.16009,Hogar Reunión,UT_GAS_URBANA,TRAIN,95.2,1
573,4,C,Hogar,108.472,25.61552,-100.15421,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
491,4,B,Hogar,108.472,25.61903,-100.14562,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
576,4,C,Hogar,110.74,25.65319,-100.20294,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
489,4,B,Hogar,108.472,25.63466,-100.15852,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,81.0,1
578,4,C,Hogar,108.472,25.60816,-100.16515,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
488,4,B,Hogar,108.472,25.61455,-100.17592,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
487,4,B,Hogar,108.472,25.63661,-100.17872,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
354,4,C,Base,101.0,25.65599,-100.18227,Oficinistas,UT_GAS_URBANA,TRAIN,100.0,1
579,4,C,Hogar,108.472,25.66445,-100.1007,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
478,4,C,Hogar,78.49,25.63906,-100.18691,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
477,4,C,Hogar,108.472,25.69536,-100.117,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
569,4,C,Receso,90.55,25.62041,-100.10528,Parada Técnica,UT_CARRETERA_GAS,TRAIN,95.2,1
325,4,C,Hogar,103.0,25.68066,-100.1747,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
586,4,C,Base,102.14,25.6606,-100.15012,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,90.5,1
323,4,C,Hogar,103.0,25.65474,-100.19161,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
357,4,C,Hogar,99.48,25.64439,-100.18586,Hogar Reunión,UT_GAS_URBANA,TRAIN,95.2,1
469,4,C,Base,110.53,25.67482,-100.19868,Parada Técnica,UT_DENSIDAD,TRAIN,95.2,1
589,4,C,Hogar,107.21,25.63988,-100.19627,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
466,4,C,Hogar,77.01,25.65171,-100.19697,Hogar Reunión,UT_DENSIDAD,TRAIN,28.6,0
463,4,CD,Hogar,117.62,25.66278,-100.17165,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
592,4,C,Hogar,104.63,25.64027,-100.20374,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5,1
454,4,C,Hogar,133.34,25.68396,-100.17319,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
313,4,C,Hogar,101.0,25.66092,-100.1955,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
342,4,C,Hogar,90.0,25.65693,-100.17219,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
343,4,C,Hogar,113.0,25.6585,-100.1898,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
542,4,B,Hogar,108.472,25.6263,-100.09652,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
543,4,B,Hogar,108.472,25.65013,-100.07336,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
544,4,B,Hogar,108.472,25.64653,-100.06443,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
532,4,B,Hogar,108.472,25.68988,-100.10206,Barrio Competido,UT_DENSIDAD,TRAIN,81.0,1
531,4,C,Hogar,119.0,25.66834,-100.20095,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
546,4,B,Hogar,108.472,25.62223,-100.09129,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5,1
547,4,B,Base,107.28,25.66161,-100.14385,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,23.8,0
529,4,B,Hogar,108.472,25.64248,-100.1225,Hogar Reunión,UT_DENSIDAD,TRAIN,85.7,1
527,4,B,Hogar,108.472,25.64268,-100.10129,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
524,4,B,Hogar,108.472,25.64402,-100.05898,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
551,4,C,Hogar,108.472,25.66131,-100.10421,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
301,4,C,Hogar,120.0,25.64824,-100.1831,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
552,4,C,Hogar,108.472,25.62981,-100.09465,Hogar Reunión,UT_DENSIDAD,TRAIN,76.2,1
344,4,C,Hogar,113.11,25.65219,-100.20159,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
517,4,B,Hogar,108.472,25.68302,-100.0874,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
515,4,B,Hogar,108.472,25.63215,-100.09914,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
558,4,C,Hogar,108.4,25.66055,-100.15006,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
561,4,C,Hogar,117.26,25.66779,-100.1394,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
508,4,B,Hogar,108.472,25.61912,-100.12962,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
335,4,C,Hogar,119.72,25.68401,-100.17951,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
565,4,C,Hogar,108.472,25.66704,-100.10666,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
347,4,CD,Hogar,118.0,25.62776,-100.15437,Hogar Reunión,UT_DENSIDAD,TRAIN,85.7,1
505,4,B,Base,107.28,25.61653,-100.14059,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
566,4,C,Hogar,108.472,25.61549,-100.16955,Hogar Reunión,UT_DENSIDAD,TRAIN,71.4,0
499,4,B,Hogar,108.472,25.61784,-100.17803,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
378,4,C,Hogar,101.61,25.63521,-100.19571,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
613,4,C,Hogar,108.472,25.66542,-100.12747,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
377,4,C,Base,101.92,25.67398,-100.19056,Oficinistas,UT_GAS_URBANA,TRAIN,95.2,1
624,4,C,Hogar,108.472,25.63117,-100.10429,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
609,4,C,Hogar,112.76,25.6568,-100.20271,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
625,4,C,Hogar,108.472,25.62271,-100.12389,Barrio Competido,UT_DENSIDAD,TRAIN,95.2,1
437,4,D,Hogar,132.58,25.6505,-100.19497,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
607,4,C,Base,113.87,25.65072,-100.17396,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,57.1,0
405,4,C,Base,114.35,25.67513,-100.19265,Oficinistas,UT_GAS_URBANA,TRAIN,85.7,1
606,4,C,Hogar,108.472,25.66378,-100.12145,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5,1
614,4,C,Hogar,108.472,25.69467,-100.10876,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
628,4,C,Hogar,108.472,25.62308,-100.11947,Hogar Reunión,UT_DENSIDAD,TRAIN,85.0,1
602,4,C,Hogar,119.59,25.64834,-100.20994,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
632,4,C,Hogar,108.472,25.67265,-100.10799,Hogar Reunión,UT_DENSIDAD,TRAIN,71.4,0
601,4,C,Hogar,115.58,25.6537,-100.15693,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
379,4,C,Hogar,84.9,25.66388,-100.20391,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
637,4,C,Hogar,108.472,25.66896,-100.1318,Hogar Reunión,UT_DENSIDAD,TRAIN,81.0,1
619,4,C,Hogar,108.472,25.69338,-100.11017,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
421,4,C,Hogar,124.98,25.65846,-100.16494,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
