TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET
645,4,C,Hogar,107.67,25.66766,-100.2033,Hogar Reunión,UT_DENSIDAD,TRAIN
649,4,C,Hogar,96.12,25.68285,-100.16291,Hogar Reunión,UT_DENSIDAD,TRAIN
294,4,CD,Hogar,100,25.65195,-100.08189,Oficinistas,UT_CARRETERA_GAS,TRAIN
293,4,CD,Base,103,25.64159,-100.09377,Parada Técnica,UT_CARRETERA_GAS,TRAIN
32,4,C,Hogar,83.92,25.66615,-100.13315,Hogar Reunión,UT_DENSIDAD,TRAIN
665,4,C,Hogar,120.91,25.66052,-100.18487,Hogar Reunión,UT_DENSIDAD,TRAIN
691,4,C,Hogar,119.33,25.66351,-100.17908,Hogar Reunión,UT_DENSIDAD,TRAIN
673,4,C,Base,111.41,25.64503,-100.17097,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
278,4,C,Hogar,112.52,25.65557,-100.08114,Hogar Reunión,UT_CARRETERA_GAS,TRAIN
37,4,D,Hogar,109.93,25.61395,-100.17367,Hogar Reunión,UT_DENSIDAD,TRAIN
44,4,CD,Hogar,93.28,25.61295,-100.15086,Hogar Reunión,UT_DENSIDAD,TRAIN
687,4,C,Hogar,135.12,25.66008,-100.20738,Hogar Reunión,UT_DENSIDAD,TRAIN
688,4,C,Base,114.99,25.66385,-100.16292,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
689,4,C,Hogar,124.11,25.6576,-100.19825,Hogar Reunión,UT_DENSIDAD,TRAIN
45,4,CD,Hogar,95.22,25.60885,-100.15186,Hogar Reunión,UT_DENSIDAD,TRAIN
842,4,C,Hogar,86.38,25.66859,-100.20566,Hogar Reunión,UT_DENSIDAD,TRAIN
249,4,D,Base,110,25.64624,-100.09664,Parada Técnica,UT_GAS_URBANA,TRAIN
794,4,C,Hogar,108.38,25.62578,-100.10845,Hogar Reunión,UT_DENSIDAD,TRAIN
238,4,C,Hogar,125.16,25.67126,-100.15907,Hogar Reunión,UT_DENSIDAD,TRAIN
233,4,C,Base,102.97,25.6675,-100.17705,Oficinistas,UT_GAS_URBANA,TRAIN
812,4,C,Hogar,106.61,25.63369,-100.08873,Hogar Reunión,UT_DENSIDAD,TRAIN
225,4,D,Base,118.72,25.65933,-100.1462,Hogar Reunión,UT_GAS_URBANA,TRAIN
825,4,C,Hogar,116.88,25.621,-100.1357,Hogar Reunión,UT_DENSIDAD,TRAIN
829,4,C,Hogar,115.45,25.6583,-100.0982,NA,UT_DENSIDAD,TRAIN
788,4,C,Hogar,102.92,25.62279,-100.14207,Hogar Reunión,UT_DENSIDAD,TRAIN
845,4,C,Hogar,106.03,25.6792,-100.179,Hogar Reunión,UT_DENSIDAD,TRAIN
128,4,BC,Base,95.54,25.65119,-100.19772,Hogar Reunión,UT_DENSIDAD,TRAIN
216,4,C,Hogar,130.4,25.62346,-100.17471,Hogar Reunión,UT_DENSIDAD,TRAIN
198,4,BC,Base,118,25.64738,-100.09982,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
163,4,C,Base,114.24,25.64966,-100.18897,Hogar Reunión,UT_GAS_URBANA,TRAIN
63,4,D,Hogar,108.53,25.66645,-100.10365,Hogar Reunión,UT_DENSIDAD,TRAIN
263,4,C,Hogar,144.12,25.67809,-100.16256,Hogar Reunión,UT_DENSIDAD,TRAIN
67,4,C,Receso,97.71,25.67955,-100.11205,Parada Técnica,UT_CARRETERA_GAS,TRAIN
68,4,D,Hogar,102.87,25.64911,-100.1431,Hogar Reunión,UT_GAS_URBANA,TRAIN
69,4,C,Hogar,101.82,25.61119,-100.17794,Hogar Reunión,UT_DENSIDAD,TRAIN
257,4,C,Hogar,106,25.66678,-100.16033,Hogar Reunión,UT_DENSIDAD,TRAIN
76,4,CD,Hogar,109.21,25.6064,-100.16801,Hogar Reunión,UT_DENSIDAD,TRAIN
62,4,CD,Base,85.25,25.64195,-100.11259,Hogar Reunión,UT_DENSIDAD,TRAIN
256,4,C,Hogar,95,25.65545,-100.12373,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
78,4,CD,Hogar,115.44,25.68897,-100.11577,Hogar Reunión,UT_DENSIDAD,TRAIN
85,4,C,Receso,116.98,25.64717,-100.09112,Oficinistas,UT_DENSIDAD,TRAIN
86,4,C,Hogar,116.12,25.68957,-100.11101,Hogar Reunión,UT_DENSIDAD,TRAIN
89,4,B,Hogar,115.77,25.64365,-100.08587,Hogar Reunión,UT_DENSIDAD,TRAIN
781,4,C,Hogar,89.47,25.6386,-100.1923,Hogar Reunión,UT_DENSIDAD,TRAIN
96,4,C,Base,92.45,25.64882,-100.11601,Hogar Reunión,UT_DENSIDAD,TRAIN
476,4,C,Base,97.14,25.65174,-100.16009,Hogar Reunión,UT_GAS_URBANA,TRAIN
576,4,C,Hogar,110.74,25.65319,-100.20294,Hogar Reunión,UT_DENSIDAD,TRAIN
354,4,C,Base,101,25.65599,-100.18227,Oficinistas,UT_GAS_URBANA,TRAIN
478,4,C,Hogar,78.49,25.63906,-100.18691,Hogar Reunión,UT_DENSIDAD,TRAIN
325,4,C,Hogar,103,25.68066,-100.1747,Hogar Reunión,UT_DENSIDAD,TRAIN
586,4,C,Base,102.14,25.6606,-100.15012,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
323,4,C,Hogar,103,25.65474,-100.19161,Hogar Reunión,UT_DENSIDAD,TRAIN
357,4,C,Hogar,99.48,25.64439,-100.18586,Hogar Reunión,UT_GAS_URBANA,TRAIN
469,4,C,Base,110.53,25.67482,-100.19868,Parada Técnica,UT_DENSIDAD,TRAIN
589,4,C,Hogar,107.21,25.63988,-100.19627,Hogar Reunión,UT_DENSIDAD,TRAIN
466,4,C,Hogar,77.01,25.65171,-100.19697,Hogar Reunión,UT_DENSIDAD,TRAIN
463,4,CD,Hogar,117.62,25.66278,-100.17165,Hogar Reunión,UT_DENSIDAD,TRAIN
592,4,C,Hogar,104.63,25.64027,-100.20374,Hogar Reunión,UT_DENSIDAD,TRAIN
454,4,C,Hogar,133.34,25.68396,-100.17319,Hogar Reunión,UT_DENSIDAD,TRAIN
313,4,C,Hogar,101,25.66092,-100.1955,Hogar Reunión,UT_DENSIDAD,TRAIN
342,4,C,Hogar,90,25.65693,-100.17219,Hogar Reunión,UT_DENSIDAD,TRAIN
343,4,C,Hogar,113,25.6585,-100.1898,Hogar Reunión,UT_DENSIDAD,TRAIN
531,4,C,Hogar,119,25.66834,-100.20095,Hogar Reunión,UT_DENSIDAD,TRAIN
301,4,C,Hogar,120,25.64824,-100.1831,Hogar Reunión,UT_DENSIDAD,TRAIN
344,4,C,Hogar,113.11,25.65219,-100.20159,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
558,4,C,Hogar,108.4,25.66055,-100.15006,Hogar Reunión,UT_DENSIDAD,TRAIN
561,4,C,Hogar,117.26,25.66779,-100.1394,Hogar Reunión,UT_DENSIDAD,TRAIN
335,4,C,Hogar,119.72,25.68401,-100.17951,Hogar Reunión,UT_DENSIDAD,TRAIN
347,4,CD,Hogar,118,25.62776,-100.15437,Hogar Reunión,UT_DENSIDAD,TRAIN
378,4,C,Hogar,101.61,25.63521,-100.19571,Hogar Reunión,UT_DENSIDAD,TRAIN
377,4,C,Base,101.92,25.67398,-100.19056,Oficinistas,UT_GAS_URBANA,TRAIN
609,4,C,Hogar,112.76,25.6568,-100.20271,Hogar Reunión,UT_DENSIDAD,TRAIN
437,4,D,Hogar,132.58,25.6505,-100.19497,Hogar Reunión,UT_DENSIDAD,TRAIN
607,4,C,Base,113.87,25.65072,-100.17396,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
405,4,C,Base,114.35,25.67513,-100.19265,Oficinistas,UT_GAS_URBANA,TRAIN
602,4,C,Hogar,119.59,25.64834,-100.20994,Hogar Reunión,UT_DENSIDAD,TRAIN
601,4,C,Hogar,115.58,25.6537,-100.15693,Hogar Reunión,UT_DENSIDAD,TRAIN
379,4,C,Hogar,84.9,25.66388,-100.20391,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
421,4,C,Hogar,124.98,25.65846,-100.16494,Hogar Reunión,UT_DENSIDAD,TRAIN
305,4,B,Base,84,25.6634,-100.1497,Clásico,UT_DENSIDAD,TRAIN
312,4,C,Hogar,128,25.64689,-100.17775,Hogar Reunión,UT_DENSIDAD,TRAIN
397,4,C,Hogar,107.52,25.6812,-100.17201,Hogar Reunión,UT_DENSIDAD,TRAIN
416,4,C,Hogar,101.73,25.65194,-100.18565,Hogar Reunión,UT_DENSIDAD,TRAIN
381,5,C,Base,107.18,25.78953,-100.19482,Parada Técnica,UT_GAS_URBANA,TRAIN
513,5,C,Hogar,106.69,25.80144,-100.21888,Hogar Reunión,UT_DENSIDAD,TRAIN
512,5,B,Hogar,98.66,25.75565,-100.10629,Hogar Reunión,UT_DENSIDAD,TRAIN
382,5,C,Hogar,107.27,25.70592,-100.1009,Barrio Competido,UT_DENSIDAD,TRAIN
415,5,C,Hogar,99.9,25.74753,-100.15064,Hogar Reunión,UT_DENSIDAD,TRAIN
203,5,CD,Base,109.41,25.74875,-100.22658,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
384,5,C,Hogar,116.15,25.70345,-100.09608,Hogar Reunión,UT_DENSIDAD,TRAIN
383,5,C,Hogar,107.4,25.70929,-100.10361,Parada Técnica,UT_DENSIDAD,TRAIN
418,5,CD,Hogar,119.18,25.75359,-100.15279,Hogar Reunión,UT_DENSIDAD,TRAIN
202,5,C,Base,80.28,25.82094,-100.22097,Hogar Reunión,UT_DENSIDAD,TRAIN
412,5,C,Hogar,115.2,25.80539,-100.21943,Hogar Reunión,UT_DENSIDAD,TRAIN
393,5,C,Hogar,112.3,25.82126,-100.10702,Hogar Reunión,UT_DENSIDAD,TRAIN
235,5,C,Base,126.41,25.78424,-100.26629,Hogar Reunión,UT_DENSIDAD,TRAIN
394,5,C,Hogar,111.77,25.81771,-100.1078,Hogar Reunión,UT_DENSIDAD,TRAIN
535,5,C,Base,114.38,25.78523,-100.19049,Parada Técnica,UT_TRAFICO_PEATONAL,TRAIN
534,5,C,Hogar,115.02,25.80848,-100.2275,Hogar Reunión,UT_DENSIDAD,TRAIN
533,5,C,Hogar,117.29,25.76443,-100.26214,Hogar Reunión,UT_DENSIDAD,TRAIN
398,5,C,Hogar,95.97,25.76204,-100.13888,Hogar Reunión,UT_DENSIDAD,TRAIN
399,5,D,Hogar,108.42,25.8141,-100.25587,Hogar Reunión,UT_DENSIDAD,TRAIN
385,5,CD,Hogar,112.95,25.71077,-100.09625,Barrio Competido,UT_DENSIDAD,TRAIN
388,5,C,Hogar,111.77,25.82395,-100.12135,Hogar Reunión,UT_DENSIDAD,TRAIN
403,5,C,Hogar,109.73,25.8132,-100.10732,Parada Técnica,UT_DENSIDAD,TRAIN
387,5,C,Hogar,118.08,25.75882,-100.17007,Barrio Competido,UT_TRAFICO_VEHICULAR,TRAIN
217,5,CD,Hogar,115.81,25.79035,-100.26302,Hogar Reunión,UT_DENSIDAD,TRAIN
386,5,C,Hogar,107.1,25.70686,-100.09634,Oficinistas,UT_DENSIDAD,TRAIN
459,5,C,Hogar,82.92,25.73927,-100.14431,Hogar Reunión,UT_DENSIDAD,TRAIN
136,5,CD,Hogar,107.9,25.77565,-100.26596,Hogar Reunión,UT_DENSIDAD,TRAIN
468,5,C,Hogar,115,25.82092,-100.23078,Hogar Reunión,UT_DENSIDAD,TRAIN
467,5,C,Hogar,121.19,25.82195,-100.23402,Hogar Reunión,UT_DENSIDAD,TRAIN
371,5,C,Peatonal,95,25.77614,-100.18724,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
465,5,C,Base,121.28,25.77893,-100.25511,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
359,5,C,Hogar,66.24,25.79337,-100.23526,Hogar Reunión,UT_DENSIDAD,TRAIN
462,5,C,Base,64.51,25.7795,-100.1882,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
461,5,C,Hogar,99.45,25.76057,-100.2168,Hogar Reunión,UT_DENSIDAD,TRAIN
137,5,D,Hogar,128.96,25.78499,-100.25311,Hogar Reunión,UT_GAS_URBANA,TRAIN
362,5,C,Base,96,25.81464,-100.217,Hogar Reunión,UT_GAS_URBANA,TRAIN
115,5,BC,Receso,160.2,25.78965,-100.14666,Parada Técnica,UT_CARRETERA_GAS,TRAIN
363,5,C,Hogar,115.79,25.81966,-100.25688,Hogar Reunión,UT_DENSIDAD,TRAIN
364,5,C,Hogar,108.21,25.74235,-100.21792,Clásico,UT_GAS_URBANA,TRAIN
369,5,C,Hogar,95.22,25.76323,-100.14641,Hogar Reunión,UT_DENSIDAD,TRAIN
368,5,C,Hogar,92.06,25.76541,-100.14872,Hogar Reunión,UT_DENSIDAD,TRAIN
448,5,C,Base,123.86,25.77803,-100.17311,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
451,5,C,Base,121.96,25.78324,-100.0539,Hogar Reunión,UT_DENSIDAD,TRAIN
449,5,C,Hogar,121.98,25.74115,-100.22425,Parada Técnica,UT_DENSIDAD,TRAIN
482,5,C,Receso,129.1,25.78409,-100.1831,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
353,5,C,Hogar,97.45,25.75508,-100.1333,Hogar Reunión,UT_DENSIDAD,TRAIN
422,5,C,Base,147.56,25.87785,-100.25374,Parada Técnica,UT_GAS_URBANA,TRAIN
168,5,CD,Receso,114.1,25.85564,-100.23961,Parada Técnica,UT_CARRETERA_GAS,TRAIN
426,5,C,Receso,109.92,25.77853,-100.18607,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
166,5,CD,Hogar,95.54,25.79733,-100.24907,Hogar Reunión,UT_DENSIDAD,TRAIN
428,5,C,Hogar,143.24,25.79502,-100.21742,Hogar Reunión,UT_DENSIDAD,TRAIN
502,5,C,Base,111.44,25.78769,-100.18016,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
481,5,C,Hogar,113.5,25.7829,-100.2648,Hogar Reunión,UT_DENSIDAD,TRAIN
479,5,C,Receso,117.85,25.78114,-100.18658,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
432,5,CD,Hogar,112.31,25.81587,-100.26231,Hogar Reunión,UT_DENSIDAD,TRAIN
376,5,C,Hogar,97.3,25.74147,-100.15877,Hogar Reunión,UT_GAS_URBANA,TRAIN
434,5,C,Hogar,105.56,25.78113,-100.25848,Hogar Reunión,UT_DENSIDAD,TRAIN
142,5,BC,Hogar,131.12,25.7783,-100.18404,Parada Técnica,UT_CARRETERA_GAS,TRAIN
373,5,CD,Hogar,108.32,25.75829,-100.13589,Hogar Reunión,UT_DENSIDAD,TRAIN
678,5,C,Hogar,125.71,25.80739,-100.23326,Hogar Reunión,UT_DENSIDAD,TRAIN
743,5,B,Hogar,110.65,25.7687,-100.21336,Hogar Reunión,UT_DENSIDAD,TRAIN
603,5,C,Base,129.77,25.77272,-100.01139,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
574,5,C,Hogar,107.74,25.8221,-100.25906,Hogar Reunión,UT_DENSIDAD,TRAIN
334,5,C,Receso,117,25.77734,-100.18229,Parada Técnica,UT_CARRETERA_GAS,TRAIN
608,5,C,Hogar,110.37,25.78701,-100.20481,Hogar Reunión,UT_DENSIDAD,TRAIN
568,5,C,Hogar,108.3,25.79812,-100.25672,Hogar Reunión,UT_DENSIDAD,TRAIN
683,5,C,Hogar,128.77,25.75383,-100.10352,Barrio Competido,UT_DENSIDAD,TRAIN
679,5,C,Hogar,120.39,25.75634,-100.16623,Hogar Reunión,UT_DENSIDAD,TRAIN
742,5,C,Base,130.38,25.79436,-100.08207,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
563,5,C,Base,116.56,25.77845,-100.02328,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
255,5,C,Hogar,120,25.77606,-100.25501,Hogar Reunión,UT_DENSIDAD,TRAIN
676,5,C,Hogar,112.43,25.77877,-100.2631,Hogar Reunión,UT_DENSIDAD,TRAIN
675,5,C,Base,120.27,25.78519,-100.05869,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
339,5,BC,Peatonal,113,25.77858,-100.12156,Parada Técnica,UT_GAS_URBANA,TRAIN
771,5,C,Hogar,117.95,25.77843,-100.24895,Hogar Reunión,UT_DENSIDAD,TRAIN
772,5,C,Hogar,89.6,25.79316,-100.18115,,UT_DENSIDAD,TRAIN
773,5,C,Hogar,94.84,25.80301,-100.22922,Hogar Reunión,UT_DENSIDAD,TRAIN
283,5,C,Hogar,98.26,25.76396,-100.24963,Hogar Reunión,UT_DENSIDAD,TRAIN
669,5,C,Base,113.8,25.82412,-100.21998,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
775,5,C,Hogar,115.38,25.76244,-100.25412,Hogar Reunión,UT_DENSIDAD,TRAIN
392,5,C,Receso,103.55,25.78061,-100.18968,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
596,5,B,Hogar,129.77,25.79536,-100.0951,Hogar Reunión,UT_DENSIDAD,TRAIN
703,5,C,Hogar,115.5,25.75169,-100.15797,Hogar Reunión,UT_DENSIDAD,TRAIN
705,5,C,Hogar,110.65,25.74365,-100.1505,Hogar Reunión,UT_DENSIDAD,TRAIN
269,5,C,Base,118,25.77694,-100.25638,Barrio Competido,UT_GAS_URBANA,TRAIN
707,5,C,Hogar,137.47,25.77529,-100.23816,Hogar Reunión,UT_DENSIDAD,TRAIN
319,5,CD,Hogar,109.81,25.83017,-100.24536,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
714,5,C,Hogar,111.49,25.87926,-100.0327,Hogar Reunión,UT_DENSIDAD,TRAIN
698,5,C,Hogar,125.1,25.7564,-100.2484,Hogar Reunión,UT_DENSIDAD,TRAIN
239,5,C,Hogar,127.58,25.76451,-100.2572,Hogar Reunión,UT_DENSIDAD,TRAIN
266,5,C,Receso,156.95,25.76677,-100.20124,Parada Técnica,UT_CARRETERA_GAS,TRAIN
636,5,C,Hogar,118.07,25.79726,-100.05891,Parada Técnica,UT_DENSIDAD,TRAIN
265,5,C,Hogar,104.01,25.78422,-100.19039,Oficinistas,UT_CARRETERA_GAS,TRAIN
729,5,C,Base,122.28,25.78478,-100.25775,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
732,5,C,Hogar,118.46,25.75866,-100.10849,Parada Técnica,UT_DENSIDAD,TRAIN
733,5,C,Base,96.29,25.79861,-100.20199,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
696,5,C,Hogar,117.97,25.77371,-100.23999,Hogar Reunión,UT_DENSIDAD,TRAIN
736,5,C,Hogar,111.44,25.81079,-100.21974,Hogar Reunión,UT_DENSIDAD,TRAIN
738,5,C,Base,122.43,25.77445,-100.19367,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
739,5,C,Base,110.12,25.80732,-100.24986,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
273,5,C,Base,108.72,25.76794,-100.24138,Hogar Reunión,UT_GAS_URBANA,TRAIN
651,5,C,Base,115.11,25.77467,-100.20012,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
795,5,C,Receso,108.54,25.72208,-100.11152,Parada Técnica,UT_GAS_URBANA,TRAIN
666,5,C,Hogar,115.21,25.7564,-100.23588,Hogar Reunión,UT_DENSIDAD,TRAIN
244,5,CD,Hogar,128,25.80301,-100.22456,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
647,5,C,Hogar,121.89,25.7865,-100.26285,Hogar Reunión,UT_DENSIDAD,TRAIN
661,5,C,Hogar,114.88,25.71494,-100.10718,Hogar Reunión,UT_DENSIDAD,TRAIN
631,5,C,Hogar,121.89,25.7878,-100.26697,Hogar Reunión,UT_DENSIDAD,TRAIN
796,5,C,Base,128.56,25.80135,-100.157,Parada Técnica,UT_GAS_URBANA,TRAIN
664,5,C,Hogar,114.11,25.76367,-100.24509,Hogar Reunión,UT_DENSIDAD,TRAIN
797,5,C,Receso,101.34,25.71515,-100.10426,Parada Técnica,UT_GAS_URBANA,TRAIN
799,5,C,Hogar,120.22,25.77842,-100.20311,Hogar Reunión,UT_GAS_URBANA,TRAIN
646,5,C,Hogar,97.46,25.8184,-100.09625,Hogar Reunión,UT_DENSIDAD,TRAIN
304,5,C,Base,108,25.78333,-100.22558,Hogar Reunión,UT_CARRETERA_GAS,TRAIN
777,5,C,Hogar,94.33,25.76835,-100.25045,Hogar Reunión,UT_DENSIDAD,TRAIN
634,5,C,Hogar,120.05,25.79764,-100.26361,Hogar Reunión,UT_DENSIDAD,TRAIN
549,5,B,Hogar,120.77,25.7083,-100.08768,Barrio Competido,UT_DENSIDAD,TRAIN
88,6,C,Receso,89.67,25.3844,-100.11426,Hogar Reunión,UT_CARRETERA_GAS,TRAIN
87,6,C,Receso,121.22,24.87257,-99.57919,Parada Técnica,UT_GAS_URBANA,TRAIN
21,6,CD,Hogar,99,25.18824,-99.80819,Barrio Competido,UT_DENSIDAD,TRAIN
84,6,C,Hogar,96.9,25.40713,-100.13747,Hogar Reunión,UT_DENSIDAD,TRAIN
83,6,C,Hogar,106.7,25.5778,-100.01034,Hogar Reunión,UT_DENSIDAD,TRAIN
82,6,CD,Base,112.21,24.85338,-99.55459,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
81,6,D,Hogar,114.06,25.56297,-99.97865,Hogar Reunión,UT_GAS_URBANA,TRAIN
22,6,C,Hogar,78,25.57557,-99.98963,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
98,6,C,Receso,128.13,24.8886,-99.67181,Parada Técnica,UT_CARRETERA_GAS,TRAIN
97,6,C,Hogar,113.55,25.19287,-99.82562,Oficinistas,UT_DENSIDAD,TRAIN
95,6,C,Hogar,107.87,24.86121,-99.5874,Hogar Reunión,UT_DENSIDAD,TRAIN
94,6,C,Hogar,124.93,25.2663,-100.00712,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
93,6,C,Receso,92.17,25.61114,-100.04841,Parada Técnica,UT_CARRETERA_GAS,TRAIN
92,6,B,Receso,121.2,25.28406,-100.01023,Parada Técnica,UT_DENSIDAD,TRAIN
91,6,C,Hogar,126.7,24.86346,-99.52436,Hogar Reunión,UT_DENSIDAD,TRAIN
282,6,BC,Receso,114,24.85018,-99.5719,Parada Técnica,UT_CARRETERA_GAS,TRAIN
58,6,C,Receso,83.65,25.1883,-99.83526,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
57,6,C,Receso,122.02,25.24865,-99.97038,Parada Técnica,UT_CARRETERA_GAS,TRAIN
31,6,C,Hogar,112,25.29708,-100.02935,Hogar Reunión,UT_DENSIDAD,TRAIN
55,6,C,Base,115.53,25.47078,-100.17538,Parada Técnica,UT_CARRETERA_GAS,TRAIN
54,6,CD,Base,121.5,25.18022,-99.83248,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
53,6,C,Receso,103.21,25.15216,-99.84832,Parada Técnica,UT_CARRETERA_GAS,TRAIN
33,6,C,Base,123.53,25.25546,-99.68657,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN
34,6,C,Base,116,25.28155,-100.0205,Clásico,UT_DENSIDAD,TRAIN
35,6,C,Receso,96,24.8626,-99.57939,Parada Técnica,UT_CARRETERA_GAS,TRAIN
51,6,D,Base,110.27,24.85599,-99.53781,Hogar Reunión,UT_GAS_URBANA,TRAIN
59,6,CD,Base,142.67,25.25199,-99.70225,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
36,6,C,Hogar,109.93,25.1755,-99.83795,Hogar Reunión,UT_DENSIDAD,TRAIN
49,6,C,Receso,109,25.39686,-100.13477,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
48,6,C,Hogar,99.74,25.19349,-99.83942,Parada Técnica,UT_GAS_URBANA,TRAIN
47,6,C,Hogar,79.57,24.86497,-99.561,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN
46,6,C,Hogar,106.51,25.58484,-99.98952,Hogar Reunión,UT_GAS_URBANA,TRAIN
38,6,C,Receso,105.05,25.6076,-99.64965,Parada Técnica,UT_CARRETERA_GAS,TRAIN
42,6,D,Hogar,92.84,25.57826,-100.02549,Hogar Reunión,UT_DENSIDAD,TRAIN
41,6,C,Base,83.13,25.45995,-99.99653,Parada Técnica,UT_CARRETERA_GAS,TRAIN
39,6,C,Receso,91.34,25.71129,-99.25392,Parada Técnica,UT_CARRETERA_GAS,TRAIN
71,6,C,Base,100.28,25.58097,-100.00314,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
23,6,C,Receso,95,24.88103,-99.58133,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
77,6,C,Hogar,108.36,25.22275,-99.93358,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
75,6,C,Receso,104.8,24.86431,-99.57059,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
24,6,BC,Receso,93,25.18881,-99.82257,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
25,6,C,Base,95,25.18958,-99.85066,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
74,6,C,Base,102.85,25.58452,-100.00093,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
73,6,C,Base,104.45,25.59638,-100.02602,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
72,6,CD,Receso,103.84,25.60005,-99.99983,Parada Técnica,UT_CARRETERA_GAS,TRAIN
79,6,CD,Base,106.62,24.8547,-99.56993,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
26,6,C,Base,89,24.86496,-99.56645,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
27,6,C,Base,101,25.18924,-99.8317,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
66,6,C,Hogar,78.81,25.18693,-99.82255,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
65,6,C,Hogar,103.01,24.8592,-99.55032,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
64,6,C,Receso,105.75,25.58841,-100.00187,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
277,6,C,Receso,105.66,25.27453,-100.01677,Parada Técnica,UT_CARRETERA_GAS,TRAIN
28,6,CD,Hogar,108,25.57477,-99.97964,Hogar Reunión,UT_DENSIDAD,TRAIN
61,6,CD,Base,106.78,25.79335,-99.17981,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
29,6,C,Receso,95,25.19407,-99.83954,Oficinistas,UT_DENSIDAD,TRAIN
837,6,C,Peatonal,56.2,25.59165,-100.00124,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
218,6,BC,Hogar,128.5,25.43097,-100.15274,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
215,6,CD,Receso,109.4,24.86443,-99.57326,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
219,6,BC,Hogar,119.2,25.4797,-100.17906,Parada Técnica,UT_CARRETERA_GAS,TRAIN
213,6,BC,Receso,105.66,25.41392,-100.14064,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
209,6,CD,Receso,108.65,25.26578,-100.00734,Hogar Reunión,UT_CARRETERA_GAS,TRAIN
208,6,BC,Base,55,25.49461,-100.18759,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
206,6,BC,Receso,107,25.45105,-100.16215,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN
